calculated_total_potable_water_production_gallons_ag_excluded
131774144.4
294650000.0
404404878.123
165400000.0
104695926.3
162599649.0
143592760.17
1840517237.34
7624913.4
37940000.0
89713000.0
459000000.0
94334000.0
151700000.0
878269458.81
78932700.0
194858898.0
880123551.0
388870583.4
1248900000.0
452923114.47
355796706.9
806285714.4
35889229.14
627859482.33
190269270.356
363882414.88
161000000.0
768891053.64
30858089.7
96000000.0
484214586.0
263939310.0
427342345.0
22477201.98
234210000.0
1246595136.66
75010900.2
586000000.0
434344068.003
167233576.071
913327767.9
319253000.0
807621703.5
13456000.0
139953004.5
8613220.0
27911766.0
371893746.3
57838552.5
96620000.0
59912929.0
87002217.0
232658384.988
64945688.661
153230000.0
1653693825.0
222475000.0
366445517.58
61585839.0
356480994.0
236121410.13
199992450.252
180254256.18
57000000.0
28648689.5796
7299000.0
1703549028.0
83052902.88
136336058.4
298316590.5
76574985.0
89697168.0
103010800.0
495293520.0
307401316.38
122552561.1
317541799.5
17217966.84
441629118.81
292060251.3
155525000.0
37342524.6
228747402.0
315974065.0
9873285.3
78984000.0
94425102.78
125300000.0
74587995.0
335369107.71
57545286.6
49910777.492
189182573.58
108073948.0
395615699.1
46353000.0
109240000.0
176000000.0
67568000.0
116980509.0
659268260.22
1624367235.0
102000000.0
76100000.0
417669294.78
496775816.199
446057433.9
123888550.2
92227237.785
712636137.0
2044900000.0
611817837.6
272215925.4
800900000.0
139949745.99
573823611.0
35876195.1
90130386.6
312253237.77
76270000.0
1484968177.2
257096439.0
277527296.7
423167070.0
165001170.87
707943882.6
198573599.4
92887086.06
741995312.1
146991386.1
153453011.43
121600864.0
41551000.0
613401473.46
83680000.0
80459725.068
84721260.0
52142677.02
27208558.5
270381384.27
37017124.0
66962380.5
690572765.79
98600000.0
544790286.9
206850214.8
76347485.0
651441319.2
248493972.6
129362847.0
770539859.7
20952219.3
66376000.0
271368712.8
116071384.71
58649921.49
190938910.47
809100000.0
856336428.0
90586578.0
81312858.54
8667636.6
224470000.0
63411619.988
53814292.65
36053334.0
64160061.9
78468179.31
61200000.0
55231744.5
